,datetime,neutral,positive,negative
519,2023-10-13,0.4053186,0.36250538,0.232176
520,2023-10-14,0.4594464,0.17034118,0.3702124
521,2023-10-15,0.57235473,0.19763339,0.2300119
522,2023-10-16,0.43674392,0.3066189,0.2566372
523,2023-10-17,0.46607015,0.29926398,0.23466586
524,2023-10-18,0.4090325,0.34692207,0.24404547
525,2023-10-19,0.34986728,0.36830214,0.2818306
526,2023-10-20,0.49252778,0.23235378,0.27511844
527,2023-10-21,0.3816768,0.35880458,0.25951865
528,2023-10-22,0.5182868,0.34648043,0.13523273
529,2023-10-23,0.5171614,0.30014068,0.18269789
530,2023-10-24,0.43087688,0.40384522,0.16527787
531,2023-10-25,0.39974183,0.37170342,0.22855479
532,2023-10-26,0.36682302,0.38100865,0.25216833
533,2023-10-27,0.44469032,0.35583365,0.19947605
534,2023-10-28,0.6362132,0.25488195,0.1089049
535,2023-10-29,0.59928954,0.21630293,0.1844075
536,2023-10-30,0.5180999,0.3152705,0.1666296
537,2023-10-31,0.40251964,0.37855464,0.21892571
538,2023-11-01,0.47526228,0.36146078,0.16327696
539,2023-11-02,0.49701825,0.3747627,0.12821907
540,2023-11-03,0.4774077,0.24892297,0.27366933
541,2023-11-04,0.5894509,0.2662325,0.14431661
542,2023-11-05,0.6866272,0.20911068,0.104262136
543,2023-11-06,0.55881864,0.24320942,0.19797194
544,2023-11-07,0.4686543,0.36575788,0.16558784
545,2023-11-08,0.46232754,0.3319334,0.20573907
546,2023-11-09,0.52458173,0.3272692,0.14814912
547,2023-11-10,0.46609658,0.34876394,0.1851395
548,2023-11-11,0.6763472,0.18054643,0.14310636
549,2023-11-12,0.5124436,0.2329591,0.25459734
550,2023-11-13,0.5611653,0.24353299,0.19530176
551,2023-11-14,0.51302296,0.3290901,0.15788698
552,2023-11-15,0.48041382,0.37990323,0.13968293
553,2023-11-16,0.48541555,0.2615599,0.25302455
554,2023-11-17,0.5620149,0.26544148,0.17254369
555,2023-11-18,0.74198276,0.10782531,0.15019193
556,2023-11-19,0.65015906,0.22168943,0.12815148
557,2023-11-20,0.5971352,0.2612447,0.14162007
558,2023-11-21,0.42970857,0.3528859,0.21740557
559,2023-11-22,0.39267582,0.3293571,0.2779671
560,2023-11-23,0.539126,0.24643892,0.21443509
561,2023-11-24,1.2681854e-06,0.9999974,1.340741e-06
